sample_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,target_name,target,ndvi_norm,height_norm,date_sin,date_cos,date_sin2,date_cos2,state_id,species_id,ndvi_height_interaction,seasonal_ndvi
ID1025234388__Dry_Dead_g,train/ID1025234388.jpg,2015/9/1,WA,SubcloverDalkeith,0.38,1.0,Dry_Dead_g,0.0,0.16393442622950816,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,12,-0.2826581554954788,0.010515875515629367
ID1025234388__Dry_Green_g,train/ID1025234388.jpg,2015/9/1,WA,SubcloverDalkeith,0.38,1.0,Dry_Green_g,0.0,0.16393442622950816,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,12,-0.2826581554954788,0.010515875515629367
ID1025234388__Dry_Total_g,train/ID1025234388.jpg,2015/9/1,WA,SubcloverDalkeith,0.38,1.0,Dry_Total_g,6.05,0.16393442622950816,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,12,-0.2826581554954788,0.010515875515629367
ID1025234388__GDM_g,train/ID1025234388.jpg,2015/9/1,WA,SubcloverDalkeith,0.38,1.0,GDM_g,6.05,0.16393442622950816,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,12,-0.2826581554954788,0.010515875515629367
ID1028611175__Dry_Clover_g,train/ID1028611175.jpg,2015/5/18,Tas,Ryegrass,0.66,5.0,Dry_Clover_g,0.0,0.6229508196721312,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.0346830001096012,0.5274154641123373
ID1028611175__Dry_Dead_g,train/ID1028611175.jpg,2015/5/18,Tas,Ryegrass,0.66,5.0,Dry_Dead_g,30.9703,0.6229508196721312,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.0346830001096012,0.5274154641123373
ID1028611175__Dry_Green_g,train/ID1028611175.jpg,2015/5/18,Tas,Ryegrass,0.66,5.0,Dry_Green_g,24.2376,0.6229508196721312,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.0346830001096012,0.5274154641123373
ID1028611175__Dry_Total_g,train/ID1028611175.jpg,2015/5/18,Tas,Ryegrass,0.66,5.0,Dry_Total_g,55.2079,0.6229508196721312,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.0346830001096012,0.5274154641123373
ID1028611175__GDM_g,train/ID1028611175.jpg,2015/5/18,Tas,Ryegrass,0.66,5.0,GDM_g,24.2376,0.6229508196721312,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.0346830001096012,0.5274154641123373
ID1035947949__Dry_Clover_g,train/ID1035947949.jpg,2015/9/11,Tas,Ryegrass,0.54,3.5,Dry_Clover_g,0.4343,0.42622950819672134,-0.348480967473623,-0.9427611433904206,-0.33346877891818705,0.6287628145958349,-0.7775971469736266,1,10,-0.14853287138219998,0.012198444851221839
ID1035947949__Dry_Dead_g,train/ID1035947949.jpg,2015/9/11,Tas,Ryegrass,0.54,3.5,Dry_Dead_g,23.2239,0.42622950819672134,-0.348480967473623,-0.9427611433904206,-0.33346877891818705,0.6287628145958349,-0.7775971469736266,1,10,-0.14853287138219998,0.012198444851221839
ID1035947949__Dry_Green_g,train/ID1035947949.jpg,2015/9/11,Tas,Ryegrass,0.54,3.5,Dry_Green_g,10.5261,0.42622950819672134,-0.348480967473623,-0.9427611433904206,-0.33346877891818705,0.6287628145958349,-0.7775971469736266,1,10,-0.14853287138219998,0.012198444851221839
ID1035947949__Dry_Total_g,train/ID1035947949.jpg,2015/9/11,Tas,Ryegrass,0.54,3.5,Dry_Total_g,34.1844,0.42622950819672134,-0.348480967473623,-0.9427611433904206,-0.33346877891818705,0.6287628145958349,-0.7775971469736266,1,10,-0.14853287138219998,0.012198444851221839
ID1035947949__GDM_g,train/ID1035947949.jpg,2015/9/11,Tas,Ryegrass,0.54,3.5,GDM_g,10.9605,0.42622950819672134,-0.348480967473623,-0.9427611433904206,-0.33346877891818705,0.6287628145958349,-0.7775971469736266,1,10,-0.14853287138219998,0.012198444851221839
ID1036339023__Dry_Clover_g,train/ID1036339023.jpg,2015/9/30,Vic,Phalaris_Clover,0.82,7.0,Dry_Clover_g,23.0755,0.8852459016393441,0.4395807700273202,-0.9999166586547379,-0.012910296075008843,0.02581844022713244,-0.9996666485105112,2,7,0.38913707510615225,3.688879216519677e-05
ID1036339023__Dry_Dead_g,train/ID1036339023.jpg,2015/9/30,Vic,Phalaris_Clover,0.82,7.0,Dry_Dead_g,2.6135,0.8852459016393441,0.4395807700273202,-0.9999166586547379,-0.012910296075008843,0.02581844022713244,-0.9996666485105112,2,7,0.38913707510615225,3.688879216519677e-05
ID1036339023__Dry_Green_g,train/ID1036339023.jpg,2015/9/30,Vic,Phalaris_Clover,0.82,7.0,Dry_Green_g,32.191,0.8852459016393441,0.4395807700273202,-0.9999166586547379,-0.012910296075008843,0.02581844022713244,-0.9996666485105112,2,7,0.38913707510615225,3.688879216519677e-05
ID1036339023__Dry_Total_g,train/ID1036339023.jpg,2015/9/30,Vic,Phalaris_Clover,0.82,7.0,Dry_Total_g,57.88,0.8852459016393441,0.4395807700273202,-0.9999166586547379,-0.012910296075008843,0.02581844022713244,-0.9996666485105112,2,7,0.38913707510615225,3.688879216519677e-05
ID1036339023__GDM_g,train/ID1036339023.jpg,2015/9/30,Vic,Phalaris_Clover,0.82,7.0,GDM_g,55.2665,0.8852459016393441,0.4395807700273202,-0.9999166586547379,-0.012910296075008843,0.02581844022713244,-0.9996666485105112,2,7,0.38913707510615225,3.688879216519677e-05
ID1049634115__Dry_Clover_g,train/ID1049634115.jpg,2015/7/2,Vic,Ryegrass_Clover,0.72,2.0,Dry_Clover_g,1.5083,0.721311475409836,-0.97390344798196,-0.008606996888688009,-0.9999629591162655,0.017213356155833904,0.9998518392091162,2,11,-0.7024877329705941,0.35755157489260425
ID1049634115__Dry_Dead_g,train/ID1049634115.jpg,2015/7/2,Vic,Ryegrass_Clover,0.72,2.0,Dry_Dead_g,3.0167,0.721311475409836,-0.97390344798196,-0.008606996888688009,-0.9999629591162655,0.017213356155833904,0.9998518392091162,2,11,-0.7024877329705941,0.35755157489260425
ID1049634115__Dry_Green_g,train/ID1049634115.jpg,2015/7/2,Vic,Ryegrass_Clover,0.72,2.0,Dry_Green_g,13.575,0.721311475409836,-0.97390344798196,-0.008606996888688009,-0.9999629591162655,0.017213356155833904,0.9998518392091162,2,11,-0.7024877329705941,0.35755157489260425
ID1049634115__Dry_Total_g,train/ID1049634115.jpg,2015/7/2,Vic,Ryegrass_Clover,0.72,2.0,Dry_Total_g,18.1,0.721311475409836,-0.97390344798196,-0.008606996888688009,-0.9999629591162655,0.017213356155833904,0.9998518392091162,2,11,-0.7024877329705941,0.35755157489260425
ID1049634115__GDM_g,train/ID1049634115.jpg,2015/7/2,Vic,Ryegrass_Clover,0.72,2.0,GDM_g,15.0833,0.721311475409836,-0.97390344798196,-0.008606996888688009,-0.9999629591162655,0.017213356155833904,0.9998518392091162,2,11,-0.7024877329705941,0.35755157489260425
ID1051144034__Dry_Clover_g,train/ID1051144034.jpg,2015/9/1,WA,SubcloverLosa,0.8,1.0,Dry_Clover_g,55.32,0.8524590163934427,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,13,-1.4698224085764902,0.05468255268127273
ID1051144034__Dry_Dead_g,train/ID1051144034.jpg,2015/9/1,WA,SubcloverLosa,0.8,1.0,Dry_Dead_g,0.0,0.8524590163934427,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,13,-1.4698224085764902,0.05468255268127273
ID1051144034__Dry_Green_g,train/ID1051144034.jpg,2015/9/1,WA,SubcloverLosa,0.8,1.0,Dry_Green_g,0.0,0.8524590163934427,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,13,-1.4698224085764902,0.05468255268127273
ID1051144034__Dry_Total_g,train/ID1051144034.jpg,2015/9/1,WA,SubcloverLosa,0.8,1.0,Dry_Total_g,55.32,0.8524590163934427,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,13,-1.4698224085764902,0.05468255268127273
ID1051144034__GDM_g,train/ID1051144034.jpg,2015/9/1,WA,SubcloverLosa,0.8,1.0,GDM_g,55.32,0.8524590163934427,-1.724214748522421,-0.8717063187093217,-0.4900286664290594,0.8543221697498272,-0.5197438121555152,3,13,-1.4698224085764902,0.05468255268127273
ID1052620238__Dry_Clover_g,train/ID1052620238.jpg,2015/5/18,Tas,Ryegrass,0.68,5.0,Dry_Clover_g,0.0,0.6557377049180328,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.036508421168001265,0.5551741727498288
ID1052620238__Dry_Dead_g,train/ID1052620238.jpg,2015/5/18,Tas,Ryegrass,0.68,5.0,Dry_Dead_g,11.2291,0.6557377049180328,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.036508421168001265,0.5551741727498288
ID1052620238__Dry_Green_g,train/ID1052620238.jpg,2015/5/18,Tas,Ryegrass,0.68,5.0,Dry_Green_g,20.1707,0.6557377049180328,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.036508421168001265,0.5551741727498288
ID1052620238__Dry_Total_g,train/ID1052620238.jpg,2015/5/18,Tas,Ryegrass,0.68,5.0,Dry_Total_g,31.3998,0.6557377049180328,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.036508421168001265,0.5551741727498288
ID1052620238__GDM_g,train/ID1052620238.jpg,2015/5/18,Tas,Ryegrass,0.68,5.0,GDM_g,20.1707,0.6557377049180328,0.055675342281201926,0.6932812268869777,-0.7206671495538609,-0.9992500112396835,0.03872228089217399,1,10,0.036508421168001265,0.5551741727498288
ID105271783__Dry_Clover_g,train/ID105271783.jpg,2015/6/30,Vic,Phalaris_Clover,0.86,4.0,Dry_Clover_g,5.2698,0.9508196721311475,-0.1975743290143947,0.02581844022713308,-0.9996666485105112,-0.05161966722325418,0.9986668162884759,2,7,-0.18785755873499824,0.48768417650142387
ID105271783__Dry_Dead_g,train/ID105271783.jpg,2015/6/30,Vic,Phalaris_Clover,0.86,4.0,Dry_Dead_g,8.5635,0.9508196721311475,-0.1975743290143947,0.02581844022713308,-0.9996666485105112,-0.05161966722325418,0.9986668162884759,2,7,-0.18785755873499824,0.48768417650142387
ID105271783__Dry_Green_g,train/ID105271783.jpg,2015/6/30,Vic,Phalaris_Clover,0.86,4.0,Dry_Green_g,27.6667,0.9508196721311475,-0.1975743290143947,0.02581844022713308,-0.9996666485105112,-0.05161966722325418,0.9986668162884759,2,7,-0.18785755873499824,0.48768417650142387
ID105271783__Dry_Total_g,train/ID105271783.jpg,2015/6/30,Vic,Phalaris_Clover,0.86,4.0,Dry_Total_g,41.5,0.9508196721311475,-0.1975743290143947,0.02581844022713308,-0.9996666485105112,-0.05161966722325418,0.9986668162884759,2,7,-0.18785755873499824,0.48768417650142387
ID105271783__GDM_g,train/ID105271783.jpg,2015/6/30,Vic,Phalaris_Clover,0.86,4.0,GDM_g,32.9365,0.9508196721311475,-0.1975743290143947,0.02581844022713308,-0.9996666485105112,-0.05161966722325418,0.9986668162884759,2,7,-0.18785755873499824,0.48768417650142387
ID1053972079__Dry_Clover_g,train/ID1053972079.jpg,2015/9/4,Tas,Clover,0.56,2.5,Dry_Clover_g,21.0801,0.459016393442623,-0.726083576425885,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.33328426458893085,0.02390573655264387
ID1053972079__Dry_Dead_g,train/ID1053972079.jpg,2015/9/4,Tas,Clover,0.56,2.5,Dry_Dead_g,7.9393,0.459016393442623,-0.726083576425885,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.33328426458893085,0.02390573655264387
ID1053972079__Dry_Green_g,train/ID1053972079.jpg,2015/9/4,Tas,Clover,0.56,2.5,Dry_Green_g,1.3688,0.459016393442623,-0.726083576425885,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.33328426458893085,0.02390573655264387
ID1053972079__Dry_Total_g,train/ID1053972079.jpg,2015/9/4,Tas,Clover,0.56,2.5,Dry_Total_g,30.3882,0.459016393442623,-0.726083576425885,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.33328426458893085,0.02390573655264387
ID1053972079__GDM_g,train/ID1053972079.jpg,2015/9/4,Tas,Clover,0.56,2.5,GDM_g,22.4489,0.459016393442623,-0.726083576425885,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.33328426458893085,0.02390573655264387
ID1058383417__Dry_Clover_g,train/ID1058383417.jpg,2015/5/19,Tas,Ryegrass_Clover,0.62,2.0,Dry_Clover_g,0.1,0.5573770491803278,-0.97390344798196,0.6807734094770161,-0.7324940716135789,-0.9973249731081555,0.07309512989807776,1,11,-0.5428314300227318,0.468412261657529
ID1058383417__Dry_Dead_g,train/ID1058383417.jpg,2015/5/19,Tas,Ryegrass_Clover,0.62,2.0,Dry_Dead_g,9.5,0.5573770491803278,-0.97390344798196,0.6807734094770161,-0.7324940716135789,-0.9973249731081555,0.07309512989807776,1,11,-0.5428314300227318,0.468412261657529
ID1058383417__Dry_Green_g,train/ID1058383417.jpg,2015/5/19,Tas,Ryegrass_Clover,0.62,2.0,Dry_Green_g,13.1,0.5573770491803278,-0.97390344798196,0.6807734094770161,-0.7324940716135789,-0.9973249731081555,0.07309512989807776,1,11,-0.5428314300227318,0.468412261657529
ID1058383417__Dry_Total_g,train/ID1058383417.jpg,2015/5/19,Tas,Ryegrass_Clover,0.62,2.0,Dry_Total_g,22.7,0.5573770491803278,-0.97390344798196,0.6807734094770161,-0.7324940716135789,-0.9973249731081555,0.07309512989807776,1,11,-0.5428314300227318,0.468412261657529
ID1058383417__GDM_g,train/ID1058383417.jpg,2015/5/19,Tas,Ryegrass_Clover,0.62,2.0,GDM_g,13.2,0.5573770491803278,-0.97390344798196,0.6807734094770161,-0.7324940716135789,-0.9973249731081555,0.07309512989807776,1,11,-0.5428314300227318,0.468412261657529
ID1062837331__Dry_Clover_g,train/ID1062837331.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,9.0,Dry_Clover_g,19.98,0.8852459016393441,0.7275550319515327,-0.9995462806873573,-0.03012030484690836,0.060213277365793266,-0.9981855344718586,2,11,0.6440651102521764,0.00020082658100578903
ID1062837331__Dry_Dead_g,train/ID1062837331.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,9.0,Dry_Dead_g,3.9623,0.8852459016393441,0.7275550319515327,-0.9995462806873573,-0.03012030484690836,0.060213277365793266,-0.9981855344718586,2,11,0.6440651102521764,0.00020082658100578903
ID1062837331__Dry_Green_g,train/ID1062837331.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,9.0,Dry_Green_g,35.4077,0.8852459016393441,0.7275550319515327,-0.9995462806873573,-0.03012030484690836,0.060213277365793266,-0.9981855344718586,2,11,0.6440651102521764,0.00020082658100578903
ID1062837331__Dry_Total_g,train/ID1062837331.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,9.0,Dry_Total_g,59.35,0.8852459016393441,0.7275550319515327,-0.9995462806873573,-0.03012030484690836,0.060213277365793266,-0.9981855344718586,2,11,0.6440651102521764,0.00020082658100578903
ID1062837331__GDM_g,train/ID1062837331.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,9.0,GDM_g,55.3877,0.8852459016393441,0.7275550319515327,-0.9995462806873573,-0.03012030484690836,0.060213277365793266,-0.9981855344718586,2,11,0.6440651102521764,0.00020082658100578903
ID1070112260__Dry_Clover_g,train/ID1070112260.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.6,6.0,Dry_Clover_g,0.0,0.5245901639344261,0.2634332570194865,0.255353295116187,0.9668478136052775,0.4937755501599772,0.869589389346611,0,2,0.13819449548563223,0.3292729954403113
ID1070112260__Dry_Dead_g,train/ID1070112260.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.6,6.0,Dry_Dead_g,9.8765,0.5245901639344261,0.2634332570194865,0.255353295116187,0.9668478136052775,0.4937755501599772,0.869589389346611,0,2,0.13819449548563223,0.3292729954403113
ID1070112260__Dry_Green_g,train/ID1070112260.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.6,6.0,Dry_Green_g,22.1235,0.5245901639344261,0.2634332570194865,0.255353295116187,0.9668478136052775,0.4937755501599772,0.869589389346611,0,2,0.13819449548563223,0.3292729954403113
ID1070112260__Dry_Total_g,train/ID1070112260.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.6,6.0,Dry_Total_g,32.0,0.5245901639344261,0.2634332570194865,0.255353295116187,0.9668478136052775,0.4937755501599772,0.869589389346611,0,2,0.13819449548563223,0.3292729954403113
ID1070112260__GDM_g,train/ID1070112260.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.6,6.0,GDM_g,22.1235,0.5245901639344261,0.2634332570194865,0.255353295116187,0.9668478136052775,0.4937755501599772,0.869589389346611,0,2,0.13819449548563223,0.3292729954403113
ID1078930021__Dry_Clover_g,train/ID1078930021.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,5.0,Dry_Clover_g,0.0,0.9508196721311475,0.055675342281201926,0.09453674981719912,-0.9955213724144752,-0.1882267098432439,0.9821256058680006,2,9,0.05293721069360183,0.5203535367983405
ID1078930021__Dry_Dead_g,train/ID1078930021.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,5.0,Dry_Dead_g,5.0189,0.9508196721311475,0.055675342281201926,0.09453674981719912,-0.9955213724144752,-0.1882267098432439,0.9821256058680006,2,9,0.05293721069360183,0.5203535367983405
ID1078930021__Dry_Green_g,train/ID1078930021.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,5.0,Dry_Green_g,32.9811,0.9508196721311475,0.055675342281201926,0.09453674981719912,-0.9955213724144752,-0.1882267098432439,0.9821256058680006,2,9,0.05293721069360183,0.5203535367983405
ID1078930021__Dry_Total_g,train/ID1078930021.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,5.0,Dry_Total_g,38.0,0.9508196721311475,0.055675342281201926,0.09453674981719912,-0.9955213724144752,-0.1882267098432439,0.9821256058680006,2,9,0.05293721069360183,0.5203535367983405
ID1078930021__GDM_g,train/ID1078930021.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.86,5.0,GDM_g,32.9811,0.9508196721311475,0.055675342281201926,0.09453674981719912,-0.9955213724144752,-0.1882267098432439,0.9821256058680006,2,9,0.05293721069360183,0.5203535367983405
ID1084819986__Dry_Clover_g,train/ID1084819986.jpg,2015/9/4,Tas,Clover,0.69,3.1667,Dry_Clover_g,21.4551,0.6721311475409835,-0.4612127025800396,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.30999542304560035,0.03500482852351423
ID1084819986__Dry_Dead_g,train/ID1084819986.jpg,2015/9/4,Tas,Clover,0.69,3.1667,Dry_Dead_g,13.0742,0.6721311475409835,-0.4612127025800396,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.30999542304560035,0.03500482852351423
ID1084819986__Dry_Green_g,train/ID1084819986.jpg,2015/9/4,Tas,Clover,0.69,3.1667,Dry_Green_g,2.6819,0.6721311475409835,-0.4612127025800396,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.30999542304560035,0.03500482852351423
ID1084819986__Dry_Total_g,train/ID1084819986.jpg,2015/9/4,Tas,Clover,0.69,3.1667,Dry_Total_g,37.2112,0.6721311475409835,-0.4612127025800396,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.30999542304560035,0.03500482852351423
ID1084819986__GDM_g,train/ID1084819986.jpg,2015/9/4,Tas,Clover,0.69,3.1667,GDM_g,24.137,0.6721311475409835,-0.4612127025800396,-0.8958392907349089,-0.4443781781046134,0.7961828637826157,-0.605056069648849,1,0,-0.30999542304560035,0.03500482852351423
ID1088965591__Dry_Clover_g,train/ID1088965591.jpg,2015/4/1,NSW,Lucerne,0.89,43.0,Dry_Clover_g,0.0,1.0,2.5321816401609905,0.9999907397361901,0.004303538296244289,0.008606996888688698,-0.9999629591162655,0,3,2.5321816401609905,0.999995369868095
ID1088965591__Dry_Dead_g,train/ID1088965591.jpg,2015/4/1,NSW,Lucerne,0.89,43.0,Dry_Dead_g,0.3443,1.0,2.5321816401609905,0.9999907397361901,0.004303538296244289,0.008606996888688698,-0.9999629591162655,0,3,2.5321816401609905,0.999995369868095
ID1088965591__Dry_Green_g,train/ID1088965591.jpg,2015/4/1,NSW,Lucerne,0.89,43.0,Dry_Green_g,59.5557,1.0,2.5321816401609905,0.9999907397361901,0.004303538296244289,0.008606996888688698,-0.9999629591162655,0,3,2.5321816401609905,0.999995369868095
ID1088965591__Dry_Total_g,train/ID1088965591.jpg,2015/4/1,NSW,Lucerne,0.89,43.0,Dry_Total_g,59.9,1.0,2.5321816401609905,0.9999907397361901,0.004303538296244289,0.008606996888688698,-0.9999629591162655,0,3,2.5321816401609905,0.999995369868095
ID1088965591__GDM_g,train/ID1088965591.jpg,2015/4/1,NSW,Lucerne,0.89,43.0,GDM_g,59.5557,1.0,2.5321816401609905,0.9999907397361901,0.004303538296244289,0.008606996888688698,-0.9999629591162655,0,3,2.5321816401609905,0.999995369868095
ID1098771283__Dry_Clover_g,train/ID1098771283.jpg,2015/11/9,Tas,Clover,0.48,2.6667,Dry_Clover_g,8.376,0.3278688524590163,-0.6539752273536218,-0.780295851070776,0.6254105729852457,-0.976010550632368,-0.21772323039653332,1,0,-0.21441810732905628,0.03601707359495474
ID1098771283__Dry_Dead_g,train/ID1098771283.jpg,2015/11/9,Tas,Clover,0.48,2.6667,Dry_Dead_g,15.1673,0.3278688524590163,-0.6539752273536218,-0.780295851070776,0.6254105729852457,-0.976010550632368,-0.21772323039653332,1,0,-0.21441810732905628,0.03601707359495474
ID1098771283__Dry_Green_g,train/ID1098771283.jpg,2015/11/9,Tas,Clover,0.48,2.6667,Dry_Green_g,0.4528,0.3278688524590163,-0.6539752273536218,-0.780295851070776,0.6254105729852457,-0.976010550632368,-0.21772323039653332,1,0,-0.21441810732905628,0.03601707359495474
ID1098771283__Dry_Total_g,train/ID1098771283.jpg,2015/11/9,Tas,Clover,0.48,2.6667,Dry_Total_g,23.9961,0.3278688524590163,-0.6539752273536218,-0.780295851070776,0.6254105729852457,-0.976010550632368,-0.21772323039653332,1,0,-0.21441810732905628,0.03601707359495474
ID1098771283__GDM_g,train/ID1098771283.jpg,2015/11/9,Tas,Clover,0.48,2.6667,GDM_g,8.8287,0.3278688524590163,-0.6539752273536218,-0.780295851070776,0.6254105729852457,-0.976010550632368,-0.21772323039653332,1,0,-0.21441810732905628,0.03601707359495474
ID1103883611__Dry_Clover_g,train/ID1103883611.jpg,2015/2/24,NSW,Phalaris,0.48,26.0,Dry_Clover_g,0.0,0.3278688524590163,1.950166335180493,0.811539059007361,0.5842981736283684,0.9483615800121715,-0.3171912885891061,0,5,0.6393987984198336,0.29697361623071483
ID1103883611__Dry_Dead_g,train/ID1103883611.jpg,2015/2/24,NSW,Phalaris,0.48,26.0,Dry_Dead_g,12.9166,0.3278688524590163,1.950166335180493,0.811539059007361,0.5842981736283684,0.9483615800121715,-0.3171912885891061,0,5,0.6393987984198336,0.29697361623071483
